iso_2_pair,geo_iso_2,partner_iso_2,year,ip_export,is_cfc,cfc_tax,all_tax,geo_gdp,partner_gdp,patent_collab_count,geo_innovation_input,partner_innovation_input,geo_innovation_output,partner_innovation_output
BG-BR,BG,BR,2010,0.8,0,34.0,34.0,50381825504.2642,2208871646202.82,0.8,54.142857142857146,51.714285714285715,39.142857142857146,33.14285714285714
CY-BR,CY,BR,2010,0.8,0,34.0,34.0,25732432719.0773,2208871646202.82,0.8,62.42857142857143,51.714285714285715,40.57142857142857,33.14285714285714
CZ-BR,CZ,BR,2010,0.8,0,34.0,34.0,209069940963.177,2208871646202.82,1.7999999999999998,63.57142857142857,51.714285714285715,44.285714285714285,33.14285714285714
CZ-BR,CZ,BR,2010,0.8,0,34.0,34.0,209069940963.177,2208871646202.82,1.7999999999999998,63.57142857142857,51.714285714285715,44.285714285714285,33.14285714285714
DE-BR,DE,BR,2010,,1,34.0,34.0,3396354075663.73,2208871646202.82,47.8,72.71428571428571,51.714285714285715,50.857142857142854,33.14285714285714
DE-BR,DE,BR,2010,,1,34.0,34.0,3396354075663.73,2208871646202.82,50.8,72.71428571428571,51.714285714285715,50.857142857142854,33.14285714285714
DK-BR,DK,BR,2010,0.8,1,34.0,34.0,321995279401.502,2208871646202.82,1.7999999999999998,78.0,51.714285714285715,57.0,33.14285714285714
DK-BR,DK,BR,2010,0.8,1,34.0,34.0,321995279401.502,2208871646202.82,2.8,78.0,51.714285714285715,57.0,33.14285714285714
EE-BR,EE,BR,2010,,1,34.0,34.0,19685038567.3462,2208871646202.82,0.8,67.28571428571429,51.714285714285715,40.142857142857146,33.14285714285714
GR-BR,GR,BR,2010,,0,34.0,34.0,296835346570.223,2208871646202.82,0.8,55.857142857142854,51.714285714285715,37.857142857142854,33.14285714285714
FI-BR,FI,BR,2010,,1,34.0,34.0,249181190476.369,2208871646202.82,0.8,77.42857142857143,51.714285714285715,55.714285714285715,33.14285714285714
FR-BR,FR,BR,2010,,1,34.42989,34.42989,2642609548930.36,2208871646202.82,28.799999999999997,70.57142857142858,51.714285714285715,49.285714285714285,33.14285714285714
FR-BR,FR,BR,2010,,1,34.42989,34.42989,2642609548930.36,2208871646202.82,33.8,70.57142857142858,51.714285714285715,49.285714285714285,33.14285714285714
HR-BR,HR,BR,2010,,0,34.0,34.0,59918313669.1671,2208871646202.82,0.8,54.42857142857143,51.714285714285715,39.42857142857143,33.14285714285714
HU-BR,HU,BR,2010,0.8,1,34.0,34.0,131916516051.985,2208871646202.82,0.8,59.85714285714287,51.714285714285715,41.42857142857143,33.14285714285714
IE-BR,IE,BR,2010,,0,34.0,34.0,222071182064.214,2208871646202.82,0.8,70.71428571428571,51.714285714285715,51.285714285714285,33.14285714285714
IT-BR,IT,BR,2010,0.8,1,34.0,34.0,2134017843247.16,2208871646202.82,11.8,56.42857142857143,51.714285714285715,42.57142857142857,33.14285714285714
IT-BR,IT,BR,2010,0.8,1,34.0,34.0,2134017843247.16,2208871646202.82,13.8,56.42857142857143,51.714285714285715,42.57142857142857,33.14285714285714
LT-BR,LT,BR,2010,0.8,1,34.0,34.0,37128694028.243,2208871646202.82,1.7999999999999998,60.285714285714285,51.714285714285715,38.142857142857146,33.14285714285714
LT-BR,LT,BR,2010,0.8,1,34.0,34.0,37128694028.243,2208871646202.82,1.7999999999999998,60.285714285714285,51.714285714285715,38.142857142857146,33.14285714285714
LV-BR,LV,BR,2010,0.8,0,34.0,34.0,23869752327.3325,2208871646202.82,0.8,57.57142857142857,51.714285714285715,36.57142857142857,33.14285714285714
NL-BR,NL,BR,2010,,1,34.0,34.0,846554894931.084,2208871646202.82,12.8,73.42857142857143,51.714285714285715,58.57142857142856,33.14285714285714
NL-BR,NL,BR,2010,,1,34.0,34.0,846554894931.084,2208871646202.82,13.8,73.42857142857143,51.714285714285715,58.57142857142856,33.14285714285714
PL-BR,PL,BR,2010,0.8,0,34.0,34.0,479834179020.33,2208871646202.82,0.8,56.857142857142854,51.714285714285715,36.714285714285715,33.14285714285714
RO-BR,RO,BR,2010,,0,34.0,34.0,166309355234.589,2208871646202.82,0.8,54.42857142857143,51.714285714285715,37.714285714285715,33.14285714285714
SE-BR,SE,BR,2010,0.8,1,34.0,34.0,495812558843.31,2208871646202.82,3.8,79.14285714285714,51.714285714285715,59.42857142857143,33.14285714285714
SE-BR,SE,BR,2010,0.8,1,34.0,34.0,495812558843.31,2208871646202.82,6.800000000000001,79.14285714285714,51.714285714285715,59.42857142857143,33.14285714285714
SI-BR,SI,BR,2010,0.8,0,34.0,34.0,48161250405.2468,2208871646202.82,0.8,64.57142857142857,51.714285714285715,43.857142857142854,33.14285714285714
SK-BR,SK,BR,2010,,0,34.0,34.0,90310718349.0156,2208871646202.82,0.8,58.285714285714285,51.714285714285715,41.0,33.14285714285714
AT-CA,AT,CA,2010,,0,29.4,29.4,391892746544.69,1617343367486.26,33.8,71.42857142857143,76.0,48.857142857142854,54.0
AT-CA,AT,CA,2010,,0,29.4,29.4,391892746544.69,1617343367486.26,32.8,71.42857142857143,76.0,48.857142857142854,54.0
BE-CA,BE,CA,2010,0.8,0,29.4,29.4,480951629493.033,1617343367486.26,41.8,70.71428571428571,76.0,52.57142857142857,54.0
BE-CA,BE,CA,2010,0.8,0,29.4,29.4,480951629493.033,1617343367486.26,42.8,70.71428571428571,76.0,52.57142857142857,54.0
BG-CA,BG,CA,2010,0.8,0,29.4,29.4,50381825504.2642,1617343367486.26,1.7999999999999998,54.142857142857146,76.0,39.142857142857146,54.0
BG-CA,BG,CA,2010,0.8,0,29.4,29.4,50381825504.2642,1617343367486.26,2.8,54.142857142857146,76.0,39.142857142857146,54.0
CY-CA,CY,CA,2010,0.8,0,29.4,29.4,25732432719.0773,1617343367486.26,12.8,62.42857142857143,76.0,40.57142857142857,54.0
CY-CA,CY,CA,2010,0.8,0,29.4,29.4,25732432719.0773,1617343367486.26,11.8,62.42857142857143,76.0,40.57142857142857,54.0
CZ-CA,CZ,CA,2010,0.8,0,29.4,29.4,209069940963.177,1617343367486.26,4.800000000000001,63.57142857142857,76.0,44.285714285714285,54.0
CZ-CA,CZ,CA,2010,0.8,0,29.4,29.4,209069940963.177,1617343367486.26,5.800000000000001,63.57142857142857,76.0,44.285714285714285,54.0
DK-CA,DK,CA,2010,0.8,1,29.4,29.4,321995279401.502,1617343367486.26,10.8,78.0,76.0,57.0,54.0
DK-CA,DK,CA,2010,0.8,1,29.4,29.4,321995279401.502,1617343367486.26,12.8,78.0,76.0,57.0,54.0
EE-CA,EE,CA,2010,,1,29.4,29.4,19685038567.3462,1617343367486.26,8.8,67.28571428571429,76.0,40.142857142857146,54.0
EE-CA,EE,CA,2010,,1,29.4,29.4,19685038567.3462,1617343367486.26,5.800000000000001,67.28571428571429,76.0,40.142857142857146,54.0
GR-CA,GR,CA,2010,,0,29.4,29.4,296835346570.223,1617343367486.26,12.8,55.857142857142854,76.0,37.857142857142854,54.0
GR-CA,GR,CA,2010,,0,29.4,29.4,296835346570.223,1617343367486.26,18.799999999999997,55.857142857142854,76.0,37.857142857142854,54.0
FI-CA,FI,CA,2010,,1,29.4,29.4,249181190476.369,1617343367486.26,18.799999999999997,77.42857142857143,76.0,55.714285714285715,54.0
FI-CA,FI,CA,2010,,1,29.4,29.4,249181190476.369,1617343367486.26,18.799999999999997,77.42857142857143,76.0,55.714285714285715,54.0
FR-CA,FR,CA,2010,,1,34.42989,34.42989,2642609548930.36,1617343367486.26,217.8,70.57142857142858,76.0,49.285714285714285,54.0
FR-CA,FR,CA,2010,,1,34.42989,34.42989,2642609548930.36,1617343367486.26,202.8,70.57142857142858,76.0,49.285714285714285,54.0
HR-CA,HR,CA,2010,,0,29.4,29.4,59918313669.1671,1617343367486.26,1.7999999999999998,54.42857142857143,76.0,39.42857142857143,54.0
HR-CA,HR,CA,2010,,0,29.4,29.4,59918313669.1671,1617343367486.26,1.7999999999999998,54.42857142857143,76.0,39.42857142857143,54.0
HU-CA,HU,CA,2010,0.8,1,29.4,29.4,131916516051.985,1617343367486.26,1.7999999999999998,59.85714285714287,76.0,41.42857142857143,54.0
IE-CA,IE,CA,2010,,0,29.4,29.4,222071182064.214,1617343367486.26,18.799999999999997,70.71428571428571,76.0,51.285714285714285,54.0
IE-CA,IE,CA,2010,,0,29.4,29.4,222071182064.214,1617343367486.26,19.799999999999997,70.71428571428571,76.0,51.285714285714285,54.0
IT-CA,IT,CA,2010,0.8,1,29.4,29.4,2134017843247.16,1617343367486.26,16.799999999999997,56.42857142857143,76.0,42.57142857142857,54.0
IT-CA,IT,CA,2010,0.8,1,29.4,29.4,2134017843247.16,1617343367486.26,24.799999999999997,56.42857142857143,76.0,42.57142857142857,54.0
LT-CA,LT,CA,2010,0.8,1,29.4,29.4,37128694028.243,1617343367486.26,0.8,60.285714285714285,76.0,38.142857142857146,54.0
LV-CA,LV,CA,2010,0.8,0,29.4,29.4,23869752327.3325,1617343367486.26,0.8,57.57142857142857,76.0,36.57142857142857,54.0
NL-CA,NL,CA,2010,,1,29.4,29.4,846554894931.084,1617343367486.26,38.8,73.42857142857143,76.0,58.57142857142856,54.0
NL-CA,NL,CA,2010,,1,29.4,29.4,846554894931.084,1617343367486.26,40.8,73.42857142857143,76.0,58.57142857142856,54.0
PL-CA,PL,CA,2010,0.8,0,29.4,29.4,479834179020.33,1617343367486.26,1.7999999999999998,56.857142857142854,76.0,36.714285714285715,54.0
PL-CA,PL,CA,2010,0.8,0,29.4,29.4,479834179020.33,1617343367486.26,3.8,56.857142857142854,76.0,36.714285714285715,54.0
RO-CA,RO,CA,2010,,0,29.4,29.4,166309355234.589,1617343367486.26,0.8,54.42857142857143,76.0,37.714285714285715,54.0
SE-CA,SE,CA,2010,0.8,1,29.4,29.4,495812558843.31,1617343367486.26,61.8,79.14285714285714,76.0,59.42857142857143,54.0
SE-CA,SE,CA,2010,0.8,1,29.4,29.4,495812558843.31,1617343367486.26,59.8,79.14285714285714,76.0,59.42857142857143,54.0
SI-CA,SI,CA,2010,0.8,0,29.4,29.4,48161250405.2468,1617343367486.26,7.800000000000001,64.57142857142857,76.0,43.857142857142854,54.0
SI-CA,SI,CA,2010,0.8,0,29.4,29.4,48161250405.2468,1617343367486.26,7.800000000000001,64.57142857142857,76.0,43.857142857142854,54.0
SK-CA,SK,CA,2010,,0,29.4,29.4,90310718349.0156,1617343367486.26,1.7999999999999998,58.285714285714285,76.0,41.0,54.0
SK-CA,SK,CA,2010,,0,29.4,29.4,90310718349.0156,1617343367486.26,2.8,58.285714285714285,76.0,41.0,54.0
AT-CH,AT,CH,2010,,0,21.174438,21.174438,391892746544.69,603434493402.679,184.8,71.42857142857143,76.57142857142857,48.857142857142854,61.285714285714285
AT-CH,AT,CH,2010,,0,21.174438,21.174438,391892746544.69,603434493402.679,200.8,71.42857142857143,76.57142857142857,48.857142857142854,61.285714285714285
BE-CH,BE,CH,2010,0.8,0,21.174438,21.174438,480951629493.033,603434493402.679,63.8,70.71428571428571,76.57142857142857,52.57142857142857,61.285714285714285
BE-CH,BE,CH,2010,0.8,0,21.174438,21.174438,480951629493.033,603434493402.679,62.8,70.71428571428571,76.57142857142857,52.57142857142857,61.285714285714285
BG-CH,BG,CH,2010,0.8,0,21.174438,21.174438,50381825504.2642,603434493402.679,2.8,54.142857142857146,76.57142857142857,39.142857142857146,61.285714285714285
BG-CH,BG,CH,2010,0.8,0,21.174438,21.174438,50381825504.2642,603434493402.679,2.8,54.142857142857146,76.57142857142857,39.142857142857146,61.285714285714285
CY-CH,CY,CH,2010,0.8,0,21.174438,21.174438,25732432719.0773,603434493402.679,2.8,62.42857142857143,76.57142857142857,40.57142857142857,61.285714285714285
CY-CH,CY,CH,2010,0.8,0,21.174438,21.174438,25732432719.0773,603434493402.679,2.8,62.42857142857143,76.57142857142857,40.57142857142857,61.285714285714285
CZ-CH,CZ,CH,2010,5.4,0,21.174438,21.174438,209069940963.177,603434493402.679,10.8,63.57142857142857,76.57142857142857,44.285714285714285,61.285714285714285
CZ-CH,CZ,CH,2010,5.4,0,21.174438,21.174438,209069940963.177,603434493402.679,11.8,63.57142857142857,76.57142857142857,44.285714285714285,61.285714285714285
DE-CH,DE,CH,2010,,1,25.0,25.0,3396354075663.73,603434493402.679,1770.8000000000002,72.71428571428571,76.57142857142857,50.857142857142854,61.285714285714285
DE-CH,DE,CH,2010,,1,25.0,25.0,3396354075663.73,603434493402.679,1781.8000000000002,72.71428571428571,76.57142857142857,50.857142857142854,61.285714285714285
DK-CH,DK,CH,2010,53.199999999999996,1,25.0,25.0,321995279401.502,603434493402.679,33.8,78.0,76.57142857142857,57.0,61.285714285714285
DK-CH,DK,CH,2010,53.199999999999996,1,25.0,25.0,321995279401.502,603434493402.679,36.8,78.0,76.57142857142857,57.0,61.285714285714285
EE-CH,EE,CH,2010,,1,21.174438,21.174438,19685038567.3462,603434493402.679,0.8,67.28571428571429,76.57142857142857,40.142857142857146,61.285714285714285
GR-CH,GR,CH,2010,,0,21.174438,21.174438,296835346570.223,603434493402.679,8.8,55.857142857142854,76.57142857142857,37.857142857142854,61.285714285714285
GR-CH,GR,CH,2010,,0,21.174438,21.174438,296835346570.223,603434493402.679,9.8,55.857142857142854,76.57142857142857,37.857142857142854,61.285714285714285
FI-CH,FI,CH,2010,,1,20.8,20.8,249181190476.369,603434493402.679,20.799999999999997,77.42857142857143,76.57142857142857,55.714285714285715,61.285714285714285
FI-CH,FI,CH,2010,,1,20.8,20.8,249181190476.369,603434493402.679,19.799999999999997,77.42857142857143,76.57142857142857,55.714285714285715,61.285714285714285
FR-CH,FR,CH,2010,,1,34.42989,34.42989,2642609548930.36,603434493402.679,985.8,70.57142857142858,76.57142857142857,49.285714285714285,61.285714285714285
FR-CH,FR,CH,2010,,1,34.42989,34.42989,2642609548930.36,603434493402.679,1013.8,70.57142857142858,76.57142857142857,49.285714285714285,61.285714285714285
HR-CH,HR,CH,2010,,0,21.174438,21.174438,59918313669.1671,603434493402.679,2.8,54.42857142857143,76.57142857142857,39.42857142857143,61.285714285714285
HR-CH,HR,CH,2010,,0,21.174438,21.174438,59918313669.1671,603434493402.679,2.8,54.42857142857143,76.57142857142857,39.42857142857143,61.285714285714285
HU-CH,HU,CH,2010,0.8,1,21.174438,21.174438,131916516051.985,603434493402.679,3.8,59.85714285714287,76.57142857142857,41.42857142857143,61.285714285714285
HU-CH,HU,CH,2010,0.8,1,21.174438,21.174438,131916516051.985,603434493402.679,5.800000000000001,59.85714285714287,76.57142857142857,41.42857142857143,61.285714285714285
IE-CH,IE,CH,2010,,0,21.174438,21.174438,222071182064.214,603434493402.679,32.8,70.71428571428571,76.57142857142857,51.285714285714285,61.285714285714285
IE-CH,IE,CH,2010,,0,21.174438,21.174438,222071182064.214,603434493402.679,27.799999999999997,70.71428571428571,76.57142857142857,51.285714285714285,61.285714285714285
IT-CH,IT,CH,2010,1.2000000000000002,1,25.12,25.12,2134017843247.16,603434493402.679,174.8,56.42857142857143,76.57142857142857,42.57142857142857,61.285714285714285
IT-CH,IT,CH,2010,1.2000000000000002,1,25.12,25.12,2134017843247.16,603434493402.679,187.8,56.42857142857143,76.57142857142857,42.57142857142857,61.285714285714285
LT-CH,LT,CH,2010,0.8,1,21.174438,21.174438,37128694028.243,603434493402.679,0.8,60.285714285714285,76.57142857142857,38.142857142857146,61.285714285714285
LV-CH,LV,CH,2010,0.8,0,21.174438,21.174438,23869752327.3325,603434493402.679,0.8,57.57142857142857,76.57142857142857,36.57142857142857,61.285714285714285
PL-CH,PL,CH,2010,0.8,0,21.174438,21.174438,479834179020.33,603434493402.679,11.8,56.857142857142854,76.57142857142857,36.714285714285715,61.285714285714285
PL-CH,PL,CH,2010,0.8,0,21.174438,21.174438,479834179020.33,603434493402.679,12.8,56.857142857142854,76.57142857142857,36.714285714285715,61.285714285714285
RO-CH,RO,CH,2010,,0,21.174438,21.174438,166309355234.589,603434493402.679,0.8,54.42857142857143,76.57142857142857,37.714285714285715,61.285714285714285
SE-CH,SE,CH,2010,0.8,1,21.174438,21.174438,495812558843.31,603434493402.679,73.80000000000001,79.14285714285714,76.57142857142857,59.42857142857143,61.285714285714285
SE-CH,SE,CH,2010,0.8,1,21.174438,21.174438,495812558843.31,603434493402.679,81.80000000000001,79.14285714285714,76.57142857142857,59.42857142857143,61.285714285714285
SI-CH,SI,CH,2010,0.8,0,21.174438,21.174438,48161250405.2468,603434493402.679,4.800000000000001,64.57142857142857,76.57142857142857,43.857142857142854,61.285714285714285
SI-CH,SI,CH,2010,0.8,0,21.174438,21.174438,48161250405.2468,603434493402.679,5.800000000000001,64.57142857142857,76.57142857142857,43.857142857142854,61.285714285714285
SK-CH,SK,CH,2010,,0,21.174438,21.174438,90310718349.0156,603434493402.679,7.800000000000001,58.285714285714285,76.57142857142857,41.0,61.285714285714285
SK-CH,SK,CH,2010,,0,21.174438,21.174438,90310718349.0156,603434493402.679,8.8,58.285714285714285,76.57142857142857,41.0,61.285714285714285
AT-CL,AT,CL,2010,,0,17.0,17.0,391892746544.69,218537551220.071,0.8,71.42857142857143,59.714285714285715,48.857142857142854,36.0
BE-CL,BE,CL,2010,0.8,0,17.0,17.0,480951629493.033,218537551220.071,0.8,70.71428571428571,59.714285714285715,52.57142857142857,36.0
BG-CL,BG,CL,2010,0.8,0,17.0,17.0,50381825504.2642,218537551220.071,0.8,54.142857142857146,59.714285714285715,39.142857142857146,36.0
CY-CL,CY,CL,2010,0.8,0,17.0,17.0,25732432719.0773,218537551220.071,0.8,62.42857142857143,59.714285714285715,40.57142857142857,36.0
CZ-CL,CZ,CL,2010,0.8,0,17.0,17.0,209069940963.177,218537551220.071,0.8,63.57142857142857,59.714285714285715,44.285714285714285,36.0
DE-CL,DE,CL,2010,,1,25.0,25.0,3396354075663.73,218537551220.071,17.799999999999997,72.71428571428571,59.714285714285715,50.857142857142854,36.0
DE-CL,DE,CL,2010,,1,25.0,25.0,3396354075663.73,218537551220.071,19.799999999999997,72.71428571428571,59.714285714285715,50.857142857142854,36.0
DK-CL,DK,CL,2010,0.8,1,25.0,25.0,321995279401.502,218537551220.071,0.8,78.0,59.714285714285715,57.0,36.0
EE-CL,EE,CL,2010,,1,17.0,17.0,19685038567.3462,218537551220.071,0.8,67.28571428571429,59.714285714285715,40.142857142857146,36.0
GR-CL,GR,CL,2010,,0,17.0,17.0,296835346570.223,218537551220.071,0.8,55.857142857142854,59.714285714285715,37.857142857142854,36.0
FI-CL,FI,CL,2010,,1,20.8,20.8,249181190476.369,218537551220.071,2.8,77.42857142857143,59.714285714285715,55.714285714285715,36.0
FI-CL,FI,CL,2010,,1,20.8,20.8,249181190476.369,218537551220.071,2.8,77.42857142857143,59.714285714285715,55.714285714285715,36.0
FR-CL,FR,CL,2010,,1,34.42989,34.42989,2642609548930.36,218537551220.071,0.8,70.57142857142858,59.714285714285715,49.285714285714285,36.0
HR-CL,HR,CL,2010,,0,17.0,17.0,59918313669.1671,218537551220.071,0.8,54.42857142857143,59.714285714285715,39.42857142857143,36.0
HU-CL,HU,CL,2010,0.8,1,19.0,19.0,131916516051.985,218537551220.071,0.8,59.85714285714287,59.714285714285715,41.42857142857143,36.0
IE-CL,IE,CL,2010,,0,17.0,17.0,222071182064.214,218537551220.071,0.8,70.71428571428571,59.714285714285715,51.285714285714285,36.0
IT-CL,IT,CL,2010,0.8,1,25.12,25.12,2134017843247.16,218537551220.071,0.8,56.42857142857143,59.714285714285715,42.57142857142857,36.0
LT-CL,LT,CL,2010,0.8,1,17.0,17.0,37128694028.243,218537551220.071,0.8,60.285714285714285,59.714285714285715,38.142857142857146,36.0
LV-CL,LV,CL,2010,0.8,0,17.0,17.0,23869752327.3325,218537551220.071,0.8,57.57142857142857,59.714285714285715,36.57142857142857,36.0
NL-CL,NL,CL,2010,,1,25.5,25.5,846554894931.084,218537551220.071,1.7999999999999998,73.42857142857143,59.714285714285715,58.57142857142856,36.0
NL-CL,NL,CL,2010,,1,25.5,25.5,846554894931.084,218537551220.071,1.7999999999999998,73.42857142857143,59.714285714285715,58.57142857142856,36.0
PL-CL,PL,CL,2010,0.8,0,17.0,17.0,479834179020.33,218537551220.071,1.7999999999999998,56.857142857142854,59.714285714285715,36.714285714285715,36.0
PL-CL,PL,CL,2010,0.8,0,17.0,17.0,479834179020.33,218537551220.071,3.8,56.857142857142854,59.714285714285715,36.714285714285715,36.0
RO-CL,RO,CL,2010,,0,17.0,17.0,166309355234.589,218537551220.071,0.8,54.42857142857143,59.714285714285715,37.714285714285715,36.0
SE-CL,SE,CL,2010,0.8,1,17.0,17.0,495812558843.31,218537551220.071,1.7999999999999998,79.14285714285714,59.714285714285715,59.42857142857143,36.0
SE-CL,SE,CL,2010,0.8,1,17.0,17.0,495812558843.31,218537551220.071,3.8,79.14285714285714,59.714285714285715,59.42857142857143,36.0
SI-CL,SI,CL,2010,0.8,0,17.0,17.0,48161250405.2468,218537551220.071,0.8,64.57142857142857,59.714285714285715,43.857142857142854,36.0
SK-CL,SK,CL,2010,,0,17.0,17.0,90310718349.0156,218537551220.071,0.8,58.285714285714285,59.714285714285715,41.0,36.0
AT-CY,AT,CY,2010,,0,10.0,10.0,391892746544.69,25732432719.0773,2.8,71.42857142857143,62.42857142857143,48.857142857142854,40.57142857142857
AT-CY,AT,CY,2010,,0,10.0,10.0,391892746544.69,25732432719.0773,2.8,71.42857142857143,62.42857142857143,48.857142857142854,40.57142857142857
BE-CY,BE,CY,2010,,0,10.0,10.0,480951629493.033,25732432719.0773,0.8,70.71428571428571,62.42857142857143,52.57142857142857,40.57142857142857
BG-CY,BG,CY,2010,0.8,0,10.0,10.0,50381825504.2642,25732432719.0773,0.8,54.142857142857146,62.42857142857143,39.142857142857146,40.57142857142857
